sig3,eps1,sig1,eps3
15,0.0149035,129.4409,-0.0135827
15,0.0152202,128.57393,-0.0139412
15,0.0155787,127.76412,-0.0142997
15,0.0159372,126.79553,-0.0146583
15,0.0162958,125.79518,-0.0150168
15,0.0166543,124.57252,-0.0153754
15,0.0170129,123.52454,-0.0157339
15,0.0173415,122.58135,-0.0160924
15,0.0176403,121.41904,-0.016451
15,0.0179391,120.39011,-0.0168095
15,0.0182379,119.17063,-0.0171681
15,0.0185367,117.98927,-0.0175266
15,0.0188056,116.99844,-0.0178851
15,0.0190446,115.879,-0.0182437
15,0.0192836,114.75956,-0.0186022
15,0.0194928,113.75921,-0.0189608
15,0.0197318,112.57785,-0.0193193
15,0.0200007,111.2107,-0.0196779
15,0.0202397,110.11508,-0.0200364
15,0.0205086,108.8432,-0.0203949
15,0.0207776,107.70947,-0.0207535
15,0.0210465,106.6329,-0.021112
15,0.0213751,105.3912,-0.0214706
15,0.0217337,104.32734,-0.0218291
15,0.0220922,103.53341,-0.0221876
15,0.0224507,102.81887,-0.0225462
15,0.0228093,102.32663,-0.0229047
15,0.0231678,101.86616,-0.0232633
15,0.0235264,101.5327,-0.0236218
15,0.0238849,101.29453,-0.0239803
15,0.0242435,101.07223,-0.0243389
15,0.024602,100.99283,-0.0246974
15,0.0249605,100.80229,-0.025056
15,0.0253191,100.70702,-0.0254145
15,0.0256776,100.70702,-0.0257731
15,0.0260362,100.70702,-0.0261316
15,0.0263947,100.70702,-0.0264901
15,0.0267532,100.7229,-0.0268487
15,0.0271118,100.8658,-0.0272072
15,0.0274703,100.99283,-0.0275658
15,0.0278289,100.99283,-0.0279243
15,0.0281874,100.99283,-0.0282828
20,0.0000283,22.8382,-0.0000776
20,0.0001316,24.1737,-0.0000975
20,0.0001794,25.2598,-0.0000989
20,0.0001853,26.908,-0.0001075
20,0.0002511,28.5943,-0.0001075
20,0.0002945,30.148,-0.0001075
20,0.0003962,31.953,-0.0001075
20,0.0004602,33.61,-0.0001075
20,0.0004901,34.793,-0.0001075
20,0.0005299,35.841,-0.0001075
20,0.0005499,36.73,-0.0001672
20,0.0005648,37.969,-0.0001672
20,0.000603,39.387,-0.0001672
20,0.0006295,40.986,-0.0001672
20,0.000759,42.066,-0.0001672
20,0.000769,43.495,-0.0001672
20,0.0008038,45.162,-0.0001971
20,0.0009203,46.982,-0.0001971
20,0.0009682,48.576,-0.000227
20,0.0010108,50.177,-0.000227
20,0.0010757,51.802,-0.000227
20,0.0010777,55.261,-0.000227
20,0.0011116,58.147,-0.000227
20,0.0011175,53.284,-0.000227
20,0.0011474,59.805,-0.0002509
20,0.0011475,61.455,-0.0002569
20,0.0012046,63.091,-0.0002569
20,0.0012221,56.69,-0.0002569
20,0.0012968,64.716,-0.0002569
20,0.0013864,66.106,-0.0002569
20,0.0013864,68.869,-0.0002748
20,0.0015657,67.598,-0.0003017
20,0.0015856,72.013,-0.0003067
20,0.0016255,70.457,-0.0003166
20,0.0017151,74.776,-0.0003166
20,0.0017749,72.838,-0.0003465
20,0.0017808,77.011,-0.0003465
20,0.0018406,79.126,-0.0003465
20,0.0018645,80.632,-0.0003465
20,0.0019541,81.532,-0.0003764
20,0.0020079,82.861,-0.0004148
20,0.0021782,85.057,-0.000466
20,0.0021872,86.691,-0.0004959
20,0.002223,88.354,-0.0005034
20,0.0023127,89.797,-0.0005258
20,0.0024109,91.62,-0.0005756
20,0.002459,92.364,-0.0005855
20,0.002516,93.818,-0.0006054
20,0.0026301,95.455,-0.0006154
20,0.0027441,97.455,-0.0006154
20,0.0028011,98.909,-0.0006368
20,0.0028582,100.364,-0.0006453
20,0.0030292,101.818,-0.0006453
20,0.0031433,103.818,-0.0006931
